start	end	volume	startpage	author	date	letter
7601357	7712856	5	195	Camphuys, Van Outhoorn, Pit, Pits, Van Hoorn, De Saint-martin, De Beveren	1688-12-27	XVI
7712858	7754910	5	260	Camphuys, Van Outhoorn, Pit, Van Hoorn, De Saint-martin, De Beveren	1689-2-27	XVII
7754912	7775079	5	284	Camphuys, Van Outhoorn, Pit, Van Hoorn, De Saint-martin, De Beveren	1689-3-31	XVIII
7775081	7775407	5	295	Camphuys, Van Outhoorn, Pit, Van Hoorn, De Saint-martin, De Beveren, Valckenier	1689-11-30	XIX
7775409	7861847	5	296	Camphuys, Van Outhoorn, Pit, Van Hoorn, De Saint-martin, De Beveren, Valckenier	1689-12-30	XX
7861849	7903297	5	351	Camphuys, Van Outhoorn, Pit, Van Hoorn, De Saint-martin, De Beveren, Valckenier	1690-3-14	XXI
7903299	7925146	5	376	Camphuys, Van Outhoorn, Van Hoorn, De Saint-martin, Valckenier, Van Riebeeck, Bornezee	1690-12-10	XXII
7925148	8000766	5	388	Camphuys, Van Outhoorn, Van Hoorn, Valckenier, Van Riebeeck, Bornezee	1691-3-26	XXIII
8000768	8003100	5	434	Camphuys, Van Outhoorn, Van Hoorn, Valckenier, Van Riebeeck, Bornezee	1691-4-17	XXIV
8003102	8097019	5	439	Van Outhoorn, Van Hoorn, De Saint-martin, De Haas, Valckenier, Van Riebeeck, Bornezee, Lycochthon	1692-1-31	I
8097021	8118984	5	493	Van Outhoorn, Van Hoorn, Pijl, De Saint-martin, De Haas, Valckenier, Van Riebeeck, Bornezee, Lycochthon	1692-3-24	II
8118986	8119161	5	507	Van Outhoorn, Van Hoorn, Pijl, De Haas, Valckenier, Van Riebeeck, Bornezee, Lycochthon	1692-3-26	III
8119163	8231793	5	508	Van Outhoorn, Van Hoorn, Pijl, De Saint-martin, De Haas, Van Leene, Valckenier, Van Riebeeck, Bornezee, Lycochthon	1692-12-11	IV
8231795	8296530	5	567	Van Outhoorn, Van Hoorn, Pijl, De Saint-martin, De Haas, Van Leene, Valckenier, Van Riebeeck, Bornezee, Lycochthon	1693-2-9	V
8296532	8305400	5	599	Van Outhoorn, Van Hoorn, Pijl, De Saint-martin, De Haas, Van Riebeeck, Van Leene, Valckenier, Bornezee, Lycochthon, Nieustadt	1693-3-14	VI
8305402	8375897	5	605	Van Outhoorn, Van Hoorn, Pijl, De Saint-martin, De Haas, Van Riebeeck, Valckenier, Van Leene, Bornezee, Lycochthon, Van Wijngaerden	1693-12-8	VII
8375899	8403306	5	650	Van Outhoorn, Van Hoorn, Pijl, De Saint-martin, De Haas, Van Riebeeck, Valckenier, Bornezee, Lycochthon, Nieustadt, Van Wijngaerden	1694-2-6	VIII
8403308	8472206	5	668	Van Outhoorn, Van Hoorn, Pijl, De Saint-martin, De Haas, Van Riebeeck, Valckenier, Cops, Bornezee, Lycochthon, Nieustadt, Van Wijngaerden	1694-11-30	IX
8472208	8512157	5	712	Van Outhoorn, Van Hoorn, Pijl, De Saint-martin, De Haas, Van Riebeeck, Valckenier, Cops, Bornezee, Lycochthon, Nieustadt, Van Wijngaerden	1695-2-4	X
8512159	8526195	5	736	Van Outhoorn, Van Hoorn, Pijl, De Saint-martin, De Haas, Van Riebeeck, Valckenier, Cops, Bornezee, Lycochthon, Nieustadt, Van Wijngaerden	1695-11-3	XI
8526197	8571509	5	746	Van Outhoorn, Van Hoorn, Pijl, De Saint-martin, De Haas, Van Riebeeck, Valckenier, Cops, Bornezee, Lycochthon, Nieustadt	1696-2-8	XII
8571511	8632900	5	779	Van Outhoorn, Van Hoorn, Pijl, De Haas, Van Riebeeck, Valckenier, Cops, Bornezee, Lycochthon, Van Wijngaerden	1697-1-19	XIII
8632902	8653515	5	822	Van Outhoorn, Van Hoorn, Pijl, De Haas, Van Riebeeck, Valckenier, Cops, Bornezee, Lycochthon, Van Wijngaerden	1697-2-19	XIV
8653517	8695321	5	834	Van Outhoorn, Van Hoorn, Pijl, De Haas, Van Riebeeck, Valckenier, Cops, Bornezee, Lycochthon, Van Rhee	1697-11-30	XV
8695323	8709191	6	1	Van Outhoorn, Van Hoorn, Pijl, De Haas, Van Riebeeck, Valckenier, Cops, Bornezee, Lycochthon, Van Rhee	1698-2-2	XVI
8709193	8716720	6	11	Van Outhoorn, Van Hoorn, Pijl, De Haas, Van Riebeeck, Valckenier, Cops, Bornezee, Lycochthon, Van Rhee	1698-2-21	XVII
8716722	8761918	6	17	Van Outhoorn, Van Hoorn, Pijl, De Haas, Van Riebeeck, Valckenier, Cops, Bornezee, Lycochthon, Van Rhee, Van Dam	1698-12-6	XVIII
8761920	8766775	6	48	Van Outhoorn, Van Hoorn, Pijl, De Haas, Van Riebeeck, Valckenier, Cops, Bornezee, Lycochthon, Van Rhee, Van Dam	1699-1-20	XIX
8766777	8785910	6	51	Van Outhoorn, Van Hoorn, Pijl, De Haas, Van Riebeeck, Valckenier, Cops, Bornezee, Lycochthon, Van Rhee, Van Dam	1699-2-10	XX
8785912	8786735	6	64	Van Outhoorn, Van Hoorn, Pijl, De Haas, Van Riebeeck, Valckenier, Cops, Bornezee, Lycochthon, Van Rhee, Van Dam	1699-3-2	XXI
8786737	8787367	6	65	Van Outhoorn, Van Hoorn, Pijl, De Haas, Van Riebeeck, Valckenier, Cops, Bornezee, Lycochthon, Van Rhee	1699-4-20	XXII
8787369	8828431	6	66	Van Outhoorn, Van Hoorn, Pijl, De Haas, Van Riebeeck, Valckenier, Cops, Bornezee, Lycochthon, Van Rhee, Van Dam	1699-11-23	XXIII
8828433	8842233	6	95	Van Outhoorn, Van Hoorn, Pijl, De Haas, Van Riebeeck, Cops, Bornezee, Pit, Van Rhee, Van Dam	1700-1-20	XXIV
8842235	8854366	6	105	Van Outhoorn, Van Hoorn, Pijl, De Haas, Van Riebeeck, Cops, Bornezee, Pit, Van Rhee, Van Dam	1700-2-16	XXV
8854368	8854571	6	113	Van Outhoorn, Van Hoorn, Pijl, De Haas, Van Riebeeck, Cops, Bornezee, Pit, Van Rhee, Van Dam	1700-2-19	XXVI
8854573	8854780	6	114	Van Outhoorn, Van Hoorn, Pijl, De Haas, Van Riebeeck, Cops, Bornezee, Van Rhee, Van Dam, Van Swoll	1700-10-26	XXVII
8854782	8854991	6	115	Van Outhoorn, Van Hoorn, Pijl, De Haas, Van Riebeeck, Cops, Bornezee, Van Rhee, Van Dam, Van Swoll	1700-11-10	XXVIII
8854993	8894380	6	116	Van Outhoorn, Van Hoorn, Pijl, De Haas, Van Riebeeck, Cops, Bornezee, Van Rhee, Van Dam, Van Swoll	1700-12-1	XXIX
8894382	8894587	6	143	Van Outhoorn, Van Hoorn, Pijl, De Haas, Van Riebeeck, Cops, Bornezee, Van Rhee, Van Dam, Van Swoll	1700-12-22	XXX
8894589	8900816	6	144	Van Outhoorn, Van Hoorn, Pijl, De Haas, Van Riebeeck, Cops, Bornezee, Van Rhee, Van Dam, Van Swoll	1701-1-28	XXXI
8900818	8903505	6	150	Van Outhoorn, Van Hoorn, Pijl, De Haas, Van Riebeeck, Cops, Bornezee, Van Rhee, Van Dam, Van Swoll	1701-2-17	XXXII
8903507	8911722	6	153	Van Outhoorn, Van Hoorn, Pijl, Van Riebeeck, Cops, Bornezee, Van Dam, Van Swoll	1701-11-26	XXXIII
8911724	8933462	6	161	Van Outhoorn, Van Hoorn, Pijl, Van Riebeeck, Cops, Bornezee, Van Dam, Van Swoll	1701-12-31	XXXIV
8933464	8951323	6	177	Van Outhoorn, Van Hoorn, Pijl, Van Riebeeck, Cops, Bornezee, Van Dam, Van Swoll	1702-1-31	XXXV
8951325	8951928	6	188	Van Outhoorn, Van Hoorn, Pijl, Van Riebeeck, Cops, Bornezee, Van Dam, Van Swoll	1702-8-4	XXXVI
8951930	8990517	6	189	Van Outhoorn, Van Hoorn, Pijl, Van Riebeeck, Cops, Bornezee, Van Dam, Van Swoll	1702-11-30	XXXVII
8990519	9004510	6	219	Van Outhoorn, Van Hoorn, Pijl, Van Riebeeck, Cops, Bornezee, Van Dam, Van Swoll, Douglas	1703-2-25	XXXVIII
9004512	9010728	6	231	Van Outhoorn, Van Hoorn, Van Riebeeck, Pijl, Cops, Bornezee, Van Dam, Van Swoll, Douglas, Winkelman, Van Rijn	1703-9-4	XXXIX
9010730	9049806	6	236	Van Outhoorn, Van Hoorn, Van Riebeeck, Pijl, Cops, Bornezee, Van Dam, Van Swoll, Douglas, Van Rijn	1703-12-1	XL
9049808	9061649	6	267	Van Outhoorn, Van Hoorn, Van Riebeeck, Pijl, Cops, Bornezee, Van Dam, Van Swoll, De Wilde, Douglas, Van Rijn, Van der Stel	1704-2-1	XLI
9061651	9081466	6	275	Van Outhoorn, Van Hoorn, Van Riebeeck, Pijl, Bornezee, Van Swoll, De Wilde, Douglas, Van Rijn, Van der Stel	1704-2-26	XLII
9081468	9082168	6	286	Van Outhoorn, Van Hoorn, Van Riebeeck, Pijl, Cops, Bornezee, Van Swoll, De Wilde, Douglas, Van Rijn, Van der Stel	1704-3-14	XLIII
9082170	9083859	6	289	Van Hoorn, Van Riebeeck, Pijl, Cops, Bornezee, Van Swoll, De Wilde, Douglas, Van Rijn, Van der Stel, Zwaardecroon, De Haan	1704-8-29	I
9083861	9143618	6	290	Van Hoorn, Van Riebeeck, Pijl, Cops, Bornezee, Van Swoll, De Wilde, Douglas, Van Rijn, Van der Stel, Zwaardecroon, De Haan	1704-11-30	II
9143620	9146198	6	327	Van Hoorn, Van Riebeeck, Pijl, Cops, Bornezee, Van Swoll, De Wilde, Douglas, Van Rijn, Van der Stel, Zwaardecroon, De Haan	1704-12-18	III
9146200	9161245	6	329	Van Hoorn, Van Riebeeck, Pijl, Cops, Bornezee, Van Swoll, De Wilde, Douglas, Van Rijn, Van der Stel, Zwaardecroon, De Haan	1705-1-31	IV
9161247	9163144	6	340	Van Hoorn, Van Riebeeck, Pijl, Cops, Bornezee, Van Swoll, De Wilde, Douglas, Van Rijn, Van der Stel, Zwaardecroon, De Haan	1705-2-17	V
9163146	9163881	6	342	Van Hoorn, Van Riebeeck, Pijl, Cops, Bornezee, Van Swoll, De Wilde, Douglas, Van Rijn, Van der Stel, Zwaardecroon, De Haan	1705-3-6	VI
9163883	9165417	6	343	Van Hoorn, Van Riebeeck, Pijl, Cops, Bornezee, Van Swoll, De Wilde, Douglas, Van Rijn, Van der Stel, Zwaardecroon, De Haan	1705-5-10	VII
9165419	9165918	6	345	Van Hoorn, Van Riebeeck, Pijl, Van Swoll, Douglas, De Vos, Van Rijn, Van der Stel, Zwaardecroon, Chasteleyn, De Roo, De Haan	1705-8-24	VIII
9165920	9217892	6	346	Van Hoorn, Van Riebeeck, Van Swoll, De Wilde, Douglas, Van Rijn, Van der Stel, Zwaardecroon, Chasteleyn, De Haan	1705-11-30	IX
9217894	9230280	6	383	Van Hoorn, Van Riebeeck, Van Swoll, De Wilde, Douglas, Van Rijn, Van der Stel, Zwaardecroon, Chasteleyn, De Haan	1705-11-30	IXa
9230282	9241004	6	390	Van Hoorn, Van Riebeeck, Van Swoll, De Wilde, Douglas, De Vos, Comans, Phoonsen, Van Rijn, Zwaardecroon, Becker, Chasteleyn, De Haan	1706-1-25	X
9241006	9241269	6	401	Van Hoorn, Van Riebeeck, Van Swoll, De Wilde, Douglas, De Vos, Comans, Phoonsen, Van Rijn, Zwaardecroon, Becker, Chasteleyn, De Haan	1706-1-25	XI
9241271	9250573	6	402	Van Hoorn, Van Riebeeck, Van Swoll, De Wilde, Douglas, De Vos, Comans, Phoonsen, Van Rijn, Zwaardecroon, Becker, Chasteleyn, De Haan	1706-2-12	XII
9250575	9258357	6	406	Van Hoorn, Raden van Indië	1706-3-31	XIII
9258359	9258589	6	413	Van Hoorn, Van Riebeeck, Van Swoll, De Wilde, Douglas, De Vos, Comans, Phoonsen, Zwaardecroon, Chasteleyn, De Haan	1706-5-16	XIV
9258591	9259657	6	414	Van Hoorn, Van Riebeeck, Van Swoll, De Wilde, Douglas, De Vos, Phoonsen, Van Rijn, Zwaardecroon, Becker, Chasteleyn	1706-8-5	XV
9259659	9330753	6	415	Van Hoorn, Van Riebeeck, Van Swoll, De Wilde, Douglas, De Vos, Phoonsen, Van Rijn, Zwaardecroon, Becker, Chasteleyn	1706-11-30	XVI
9330755	9331510	6	463	Van Hoorn, Van Riebeeck, Van Swoll, De Wilde, Douglas, De Vos, Phoonsen, Van Rijn, Zwaardecroon, Becker, Chasteleyn	1706-12-16	XVII
9331512	9334406	6	464	Van Hoorn, Van Riebeeck, Van Swoll, De Wilde, Douglas, De Vos, Phoonsen, Van Rijn, Zwaardecroon, Becker, Chasteleyn	1707-1-15	XVIII
9334408	9345044	6	466	Van Hoorn, Van Riebeeck, Van Swoll, De Wilde, Douglas, De Vos, Phoonsen, Van Rijn, Zwaardecroon, Becker, Chasteleyn	1707-2-15	XIX
9345046	9348191	6	474	Van Hoorn, Van Riebeeck, Van Swoll, De Wilde, Douglas, De Vos, Van Rijn, Phoonsen, Zwaardecroon, Chasteleyn	1707-11-9	XX
9348193	9409532	6	477	Van Hoorn, Van Riebeeck, Van Swoll, Douglas, De Vos, Van Rijn, Phoonsen, Zwaardecroon, Chasteleyn	1707-11-30	XXI
9409534	9409685	6	513	Van Hoorn, Van Riebeeck, Van Swoll, Van Rijn, Phoonsen, Zwaardecroon	1707-12-18	XXII
9409687	9425921	6	514	Van Hoorn, Van Riebeeck, Van Swoll, Douglas, De Vos, Van Rijn, Phoonsen, Zwaardecroon, Chasteleyn	1708-1-15	XXIII
9425923	9431960	6	525	Van Hoorn, Van Riebeeck, Van Swoll, Douglas, De Vos, Van Rijn, Phoonsen, Zwaardecroon, Chasteleyn	1708-2-10	XXIV
9431962	9432148	6	530	Van Hoorn, Van Riebeeck, Van Swoll, Douglas, De Vos, Van Rijn, Phoonsen, Zwaardecroon	1708-3-17	XXV
9432150	9502611	6	531	Van Hoorn, Van Riebeeck, Van Swoll, Douglas, De Vos, Van Rijn, Zwaardecroon, Chasteleyn	1708-11-25	XXVI
9502613	9503213	6	574	Van Hoorn, Van Riebeeck, Van Swoll, Douglas, De Vos, Van Rijn, Zwaardecroon, Chasteleyn, De Haan	1708-12-31	XXVII
9503215	9526955	6	575	Van Hoorn, Van Riebeeck, Van Swoll, Douglas, De Vos, Van Rijn, Zwaardecroon, Chasteleyn, De Haan	1709-1-15	XXVIII
9526957	9539805	6	587	Van Hoorn, Van Riebeeck, Van Swoll, Douglas, De Vos, Van Rijn, Zwaardecroon, Chasteleyn, De Haan	1709-2-18	XXIX
9539807	9541197	6	596	Van Hoorn, Van Riebeeck, Van Swoll, Douglas, De Vos, Van Rijn, Chasteleyn, Zwaardecroon, De Haan, De Haeze, Tolling, Castelyn	1709-10-29	XXX
9541199	9601236	6	601	Van Riebeeck, Douglas, Van Swoll, De Vos, Chasteleyn, Zwaardecroon, De Haan, De Haeze, Tolling, Castelyn	1709-11-30	I
9601238	9629495	6	641	Van Riebeeck, Douglas, Van Swoll, De Vos, Chasteleyn, Zwaardecroon, Rooselaar, De Haan, De Haeze, Tolling, Castelyn	1710-1-15	II
9629497	9635136	6	658	Van Riebeeck, Douglas, Van Swoll, De Vos, Chasteleyn, Zwaardecroon, Rooselaar, De Haan, De Haeze, Tolling, Castelyn	1710-2-19	III
9635138	9712584	6	663	Van Riebeeck, Douglas, Van Swoll, De Vos, Chasteleyn, De Haan, Tolling, Zwaardecroon, Rooselaar, De Haeze, Castelyn, Van Steelant, Timmerman, Faes, d'Ableing	1710-11-29	IV
9712586	9744186	6	713	Van Riebeeck, Douglas, Van Swoll, Chasteleyn, De Haan, Tolling, Zwaardecroon, Rooselaar, De Haeze, Castelyn, Van Steelant, Timmerman, Faes, d'Ableing	1711-1-15	V
9744188	9777725	6	732	Van Riebeeck, Douglas, Van Swoll, Chasteleyn, De Haan, Tolling, Zwaardecroon, De Haeze, Castelyn, Van Steelant, Timmerman, Faes, d'Ableing	1711-2-18	VI
9777727	9867861	6	750	Van Riebeeck, Douglas, Van Swoll, Chasteleyn, De Haan, Castelyn, Tolling, Zwaardecroon, Rooselaar, De Haeze, Timmerman, Faes, d'Ableing	1711-11-30	VII
9867863	9916785	6	810	Van Riebeeck, Douglas, Van Swoll, Chasteleyn, De Haan, Castelyn, Tolling, Zwaardecroon, Rooselaar, De Haeze, Van Steelant, Timmerman, Faes, d'Ableing	1712-1-15	VIII
9916787	9929954	6	836	Van Riebeeck, Douglas, Van Swoll, Chasteleyn, De Haan, Castelyn, Tolling, Zwaardecroon, Rooselaar, De Haeze, Van Steelant, Timmerman, Faes, d'Ableing	1712-2-12	IX
9929956	10011545	6	844	Van Riebeeck, Douglas, Van Swoll, Chasteleyn, De Haan, Castelyn, Tolling, Zwaardecroon, Rooselaar, De Haeze, Timmerman, Faes, d'Ableing	1712-11-25	X
10011547	10043143	6	897	Van Riebeeck, Douglas, Van Swoll, Chasteleyn, De Haan, Castelyn, Zwaardecroon, Rooselaar, De Haeze, Timmerman, Faes, d'Ableing	1713-1-13	XI
10043145	10056974	6	915	Van Riebeeck, Douglas, Van Swoll, Chasteleyn, De Haan, Castelyn, Tolling, Zwaardecroon, Rooselaar, De Haeze, Timmerman, Faes, d'Ableing	1713-2-11	XII
10056976	10113763	7	3	Van Swoll, Douglas, Chasteleyn, De Haan, Castelyn, Tolling, Zwaardecroon, Rooselaar, De Haeze, Timmerman, Faes, d'Ableing	1713-11-20	I
10113765	10145306	7	45	Van Swoll, Douglas, Chasteleyn, De Haan, Castelyn, Tolling, Zwaardecroon, Rooselaar, De Haeze, Timmerman, Faes, d'Ableing	1714-1-11	II
10145308	10169693	7	65	Van Swoll, Douglas, Chasteleyn, De Haan, Castelyn, Tolling, Zwaardecroon, Rooselaar, De Haeze, Timmerman, Faes, d'Ableing	1714-2-26	III
10169695	10279264	7	78	Van Swoll, Douglas, De Haan, Castelyn, Tolling, Zwaardecroon, Rooselaar, De Haeze, Timmerman, Faes, d'Ableing	1714-11-26	IV
10279266	10308960	7	136	Van Swoll, Douglas, De Haan, Castelyn, Tolling, Zwaardecroon, Rooselaar, De Haeze, Timmerman, Faes, d'Ableing	1715-1-14	V
10308962	10324946	7	153	Van Swoll, Douglas, De Haan, Castelyn, Tolling, Zwaardecroon, Rooselaar, De Haeze, Timmerman, Faes, d'Ableing	1715-2-18	VI
10324948	10330219	7	162	Van Swoll, Douglas, De Haan, Castelyn, Zwaardecroon, De Haeze, Tolling, Rooselaar, Timmerman, Faes, d'Ableing, De Groot	1715-9-13	VII
10330221	10374460	7	166	Van Swoll, Castelyn, De Haan, Zwaardecroon, De Haeze, Tolling, Rooselaar, Timmerman, Faes, d'Ableing, De Groot	1715-11-28	VIII
10374462	10400308	7	202	Van Swoll, Castelyn, De Haan, Zwaardecroon, De Haeze, Tolling, Rooselaar, Timmerman, Faes, d'Ableing, De Groot	1716-1-15	IX
10400310	10412585	7	216	Van Swoll, Castelyn, De Haan, Zwaardecroon, De Haeze, Tolling, Timmerman, Faes, d'Ableing, De Groot	1716-2-19	X
10412587	10415002	7	224	Van Swoll, Castelyn, De Haan, Zwaardecroon, De Haeze, Timmerman, Faes, Tolling, d'Ableing, De Groot, Six	1716-9-18	XI
10415004	10478254	7	226	Van Swoll, Castelyn, De Haan, Zwaardecroon, De Haeze, Timmerman, Faes, Tolling, d'Ableing, De Groot, Six	1716-11-30	XII
10478256	10499618	7	265	Van Swoll, Castelyn, De Haan, Zwaardecroon, De Haeze, Timmerman, Faes, Tolling, d'Ableing, De Groot, Six	1717-1-15	XIII
10499620	10518280	7	278	Van Swoll, Castelyn, De Haan, Zwaardecroon, De Haeze, Timmerman, Faes, Tolling, d'Ableing, De Groot, Six	1717-3-23	XIV
10518282	10558836	7	290	Van Swoll, Castelyn, De Haan, Zwaardecroon, Timmerman, De Haeze, Faes, Tolling, d'Ableing, De Groot, Six, Hasselaar	1717-11-30	XV
10558838	10576340	7	325	Van Swoll, Castelyn, De Haan, Zwaardecroon, De Haeze, Timmerman, Faes, Tolling, d'Ableing, De Groot, Six, Hasselaar	1718-1-15	XVI
10576342	10598349	7	336	Van Swoll, Castelyn, De Haan, Zwaardecroon, De Haeze, Timmerman, Faes, Tolling, d'Ableing, De Groot, Six, Hasselaar	1718-3-20	XVII
10598351	10629250	7	353	Zwaardecroon, Castelyn, De Haan, Timmerman, Faes, Tolling, d'Ableing, De Groot, Backer, Hasselaar, Huysman	1718-12-6	I
10629252	10644704	7	381	Zwaardecroon, Castelyn, De Haan, Timmerman, Faes, Tolling, d'Ableing, De Groot, Backer, Hasselaar, Huysman	1719-1-15	II
10644706	10674810	7	396	Zwaardecroon, Castelyn, De Haan, Timmerman, Faes, Tolling, d'Ableing, De Groot, Backer, Hasselaar, Huysman	1719-3-28	III
10674812	10730609	7	413	Zwaardecroon, Castelyn, De Haan, Timmerman, Faes, Tolling, d'Ableing, Backer, Hasselaar, Huysman	1719-11-30	IV
10730611	10743593	7	456	Zwaardecroon, Castelyn, De Haan, Timmerman, Faes, Tolling, d'Ableing, Hasselaar, Huysman	1720-1-15	V
10743595	10756066	7	467	Zwaardecroon, Castelyn, De Haan, Timmerman, Faes, Tolling, d'Ableing, Huysman	1720-3-26	VI
10756068	10765442	7	479	Zwaardecroon, Castelyn, De Haan, Timmerman, Faes, d'Ableing, Huysman, Tolling, Crudop, Durven	1720-10-29	VII
10765444	10806611	7	485	Zwaardecroon, Castelyn, De Haan, Timmerman, Faes, d'Ableing, Huysman, Tolling, Hasselaar, Crudop, Durven	1720-11-30	VIII
10806613	10834747	7	517	Zwaardecroon, Castelyn, De Haan, Timmerman, Faes, d'Ableing, Huysman, Tolling, Hasselaar, Crudop, Durven	1721-1-15	IX
10834749	10837160	7	534	Zwaardecroon, Castelyn, De Haan, Timmerman, Faes, d'Ableing, Huysman, Tolling, Hasselaar, Crudop, Durven, Blom	1721-2-4	X
10837162	10855005	7	537	Zwaardecroon, Castelyn, De Haan, Timmerman, Faes, d'Ableing, Huysman, Tolling, Hasselaar, Crudop, Durven, Blom	1721-3-31	XI
10855007	10862125	7	547	Zwaardecroon, Castelyn, De Haan, Faes, Huysman, Hasselaar, Crudop, Tolling, Durven, Blom, Vuyst	1721-9-19	XII
10862127	10903749	7	552	Zwaardecroon, Castelyn, De Haan, Faes, Huysman, Hasselaar, Crudop, Tolling, Durven, Blom, Vuyst	1721-11-30	XIII
10903751	10924796	7	583	Zwaardecroon, Castelyn, De Haan, Faes, Huysman, Hasselaar, Crudop, Tolling, Bergman, Durven, Blom, Vuyst	1722-1-20	XIV
10924798	10943074	7	596	Zwaardecroon, De Haan, Faes, Huysman, Hasselaar, Crudop, Tolling, Bergman, Durven, Blom, Vuyst	1722-3-31	XV
10943076	10946583	7	607	Zwaardecroon, De Haan, Faes, Huysman, Hasselaar, Crudop, Tolling, Bergman, Durven, Blom	1722-9-25	XVI
10946585	10984368	7	610	Zwaardecroon, De Haan, Huysman, Hasselaar, Crudop, Tolling, Bergman, Durven, Blom	1722-11-30	XVII
10984370	11003341	7	640	Zwaardecroon, De Haan, Huysman, Hasselaar, Crudop, Tolling, Bergman, Durven, Van Dishoeck, Blom	1723-1-19	XVIII
11003343	11012654	7	651	Zwaardecroon, De Haan, Huysman, Hasselaar, Crudop, Tolling, Bergman, Durven, Van Dishoeck, Blom	1723-3-19	XIX
11012656	11016807	7	657	Zwaardecroon, De Haan, Huysman, Hasselaar, Crudop, Tolling, Bergman, Durven, Van Dishoeck, Blom	1723-9-21	XX
11016809	11017030	7	660	Zwaardecroon, De Haan, Huysman, Hasselaar, Crudop, Tolling, Bergman, Durven, Van Dishoeck, Blom	1723-10-15	XXII
11017032	11042246	7	661	Zwaardecroon, De Haan, Huysman, Hasselaar, Crudop, Tolling, Durven, Van Dishoeck, Blom	1723-12-3	XXII
11042248	11054644	7	684	Zwaardecroon, De Haan, Huysman, Hasselaar, Crudop, Tolling, Durven, Van Dishoeck, Blom	1724-1-19	XXIII
11054646	11072430	7	693	Zwaardecroon, De Haan, Huysman, Hasselaar, Crudop, Tolling, Durven, Van Dishoeck, Blom	1724-3-28	XXIV
11072432	11072977	7	706	Zwaardecroon, De Haan, Huysman, Hasselaar, Tolling, Durven, Van Dishoeck, Blom	1724-4-2	XXV
11072979	11077112	7	707	Zwaardecroon, De Haan, Huysman, Hasselaar, Tolling, Durven, Van Dishoeck, Blom, Sipman	1724-9-26	XXVI
11077114	11125649	7	710	Zwaardecroon, De Haan, Huysman, Hasselaar, Tolling, Durven, Van Dishoeck, Blom, Sipman	1724-11-30	XXVII
11125651	11127034	7	744	Zwaardecroon, De Haan, Huysman, Hasselaar, Tolling, Durven, Blom, Sipman	1724-12-4	XXVIII
11127036	11127659	7	745	Zwaardecroon, De Haan, Huysman, Hasselaar, Tolling, Durven, Blom, Sipman	1724-12-14	XXIX
11127661	11138403	7	746	Zwaardecroon, De Haan, Huysman, Hasselaar, Tolling, Durven, Blom, Vuyst, Sipman	1725-1-30	XXX
11138405	11154636	7	754	Zwaardecroon, De Haan, Huysman, Hasselaar, Durven, Blom, Vuyst	1725-3-26	XXXI
11154638	11162215	8	3	De Haan, Huysman, Hasselaar, Blom, Durven, Vuyst, Gabry, Dubbeldekop, Van der Schuer	1725-10-22	I
11162217	11189331	8	9	De Haan, Huysman, Hasselaar, Blom, Durven, Vuyst, Gabry, Dubbeldekop, Van der Schuer	1725-11-30	II
11189333	11210483	8	33	De Haan, Huysman, Hasselaar, Blom, Durven, Vuyst, Gabry, Dubbeldekop, Van der Schuer	1726-1-26	III
11210485	11232815	8	46	De Haan, Huysman, Hasselaar, Blom, Durven, Vuyst, Gabry, Dubbeldekop, Van der Schuer	1726-3-27	IV
11232817	11243553	8	59	De Haan, Huysman, Hasselaar, Blom, Durven, Gabry, Dubbeldekop, Van der Schuer, Westpalm, Van Baerle	1726-10-21	V
11243555	11286185	8	68	De Haan, Huysman, Hasselaar, Blom, Durven, Gabry, Dubbeldekop, Van der Schuer, Westpalm, Van Baerle	1726-12-5	VI
11286187	11300599	8	100	De Haan, Huysman, Hasselaar, Blom, Durven, Gabry, Dubbeldekop, Van der Schuer, Westpalm, Van Baerle	1727-1-31	VII
11300601	11315168	8	111	De Haan, Huysman, Hasselaar, Blom, Durven, Gabry, Dubbeldekop, Van der Schuer, Westpalm, Van Baerle	1727-3-31	VIII
11315170	11320808	8	121	De Haan, Huysman, Hasselaar, Blom, Durven, Gabry, Dubbeldekop, Van der Schuer, Versluys, Westpalm, Van Baerle, De Witte, Van Schooten, Van Heyningen	1727-10-27	IX
11320810	11321394	8	127	De Haan, Huysman, Hasselaar, Blom, Durven, Gabry, Dubbeldekop, Van der Schuer, Versluys, Westpalm, Van Baerle, De Witte, Van Schooten, Van Heyningen	1727-10-27	IXa
11321396	11352882	8	128	De Haan, Huysman, Hasselaar, Blom, Durven, Gabry, Dubbeldekop, Van der Schuer, Versluys, Westpalm, Van Baerle, De Witte, Van Schooten, Van Heyningen	1727-11-30	X
11352884	11377834	8	154	De Haan, Huysman, Hasselaar, Blom, Durven, Gabry, Dubbeldekop, Van der Schuer, Versluys, Westpalm, Van Baerle, De Witte, Van Schooten, Van Heyningen	1728-1-31	XI
11377836	11389707	8	171	De Haan, Huysman, Hasselaar, Blom, Durven, Gabry, Van der Schuer, Versluys, Westpalm, Van Baerle, De Witte, Van Schooten, Van Heyningen	1728-3-31	XII
11389709	11403911	8	179	De Haan, Huysman, Hasselaar, Blom, Durven, Van der Schuer, Versluys, Westpalm, Van Baerle, De Witte, Van Schooten, Van Heyningen, Van Bayen	1728-10-31	XIII
11403913	11454150	8	188	De Haan, Huysman, Hasselaar, Blom, Durven, Van der Schuer, Versluys, Westpalm, Van Baerle, De Witte, Van Schooten, Van Heyningen, Van Bayen	1728-12-8	XIV
